22/2/81;16.5;81;;;;;;;;;;;;;;;19/2/91;16.09349994
23/2/81;14.4;81;;;;;;;;;;;;;;;20/2/91;13.66232033
24/2/81;14.4;81;;;;;;;;;;;;;;;21/2/91;14.09280512
25/2/81;18.5;81;;;;;;;;;;;;;;;22/2/91;15.43748977
26/2/81;16.9;81;;;;;;;;;;;;;;;23/2/91;14.75688768
27/2/81;17.5;81;;;;;;;;;;;;;;;24/2/91;13.91092953
28/2/81;21.2;81;;;;;;;;;;;;;;;25/2/91;13.41621561
1/3/81;17.8;81;13.5;mar-81;;;;;;;;;;;;;26/2/91;14.20820294
2/3/81;18.6;81;;;;;;;;;;;;;;;27/2/91;14.40657908
3/3/81;17;81;;;;;;;;;;;;;;;28/2/91;14.83710904
4/3/81;16;81;;;;;;;;;;;;;;;1/3/91;14.54970482
5/3/81;13.3;81;;;;;;;;;;;;;;;2/3/91;14.61343781
6/3/81;14.3;81;;;;;;;;;;;;;;;3/3/91;15.82505471
7/3/81;11.4;81;;;;;;;;;;;;;;;4/3/91;15.62005147
8/3/81;16.3;81;;;;;;;;;;;;;;;5/3/91;14.83464766
9/3/81;16.1;81;;;;;;;;;;;;;;;6/3/91;14.93067457
10/3/81;11.8;81;;;;;;;;;;;;;;;7/3/91;15.50827815
11/3/81;12.2;81;;;;;;;;;;;;;;;8/3/91;15.14124607
12/3/81;14.7;81;;;;;;;;;;;;;;;9/3/91;15.41929929
13/3/81;11.8;81;;;;;;;;;;;;;;;10/3/91;13.83773357
14/3/81;11.3;81;;;;;;;;;;;;;;;11/3/91;13.77988764
15/3/81;10.6;81;;;;;;;;;;;;;;;12/3/91;13.60849951
16/3/81;11.7;81;;;;;;;;;;;;;;;13/3/91;14.21850184
17/3/81;14.2;81;;;;;;;;;;;;;;;14/3/91;14.16010449
18/3/81;11.2;81;;;;;;;;;;;;;;;15/3/91;14.88907177
19/3/81;16.9;81;;;;;;;;;;;;;;;16/3/91;15.31675548
20/3/81;16.7;81;;;;;;;;;;;;;;;17/3/91;13.2671622
21/3/81;8.1;81;;;;;;;;;;;;;;;18/3/91;14.496142
22/3/81;8;81;;;;;;;;;;;;;;;19/3/91;14.98289914
23/3/81;8.8;81;;;;;;;;;;;;;;;20/3/91;14.49370842
24/3/81;13.4;81;;;;;;;;;;;;;;;21/3/91;13.68867685
25/3/81;10.9;81;;;;;;;;;;;;;;;22/3/91;13.58013373
26/3/81;13.4;81;;;;;;;;;;;;;;;23/3/91;14.48172742
27/3/81;11;81;;;;;;;;;;;;;;;24/3/91;14.55661547
28/3/81;15;81;;;;;;;;;;;;;;;25/3/91;12.89646704
29/3/81;15.7;81;;;;;;;;;;;;;;;26/3/91;12.93954088
30/3/81;14.5;81;;;;;;;;;;;;;;;27/3/91;13.21629981
31/3/81;15.8;81;;;;;;;;;;;;;;;28/3/91;13.31711461
1/4/81;16.7;81;12.35666667;abr-81;;;;;;;;;;;;;29/3/91;13.97812879
2/4/81;16.8;81;;;;;;;;;;;;;;;30/3/91;12.76349069
3/4/81;17.5;81;;;;;;;;;;;;;;;31/3/91;13.2891093
4/4/81;17.1;81;;;;;;;;;;;;;;;1/4/91;13.23284126
5/4/81;18.1;81;;;;;;;;;;;;;;;2/4/91;13.82976588
6/4/81;16.6;81;;;;;;;;;;;;;;;3/4/91;12.88042168
7/4/81;10;81;;;;;;;;;;;;;;;4/4/91;11.94409152
8/4/81;14.9;81;;;;;;;;;;;;;;;5/4/91;13.72242694
9/4/81;15.9;81;;;;;;;;;;;;;;;6/4/91;14.4491464
10/4/81;13;81;;;;;;;;;;;;;;;7/4/91;13.3015306
11/4/81;7.6;81;;;;;;;;;;;;;;;8/4/91;11.36674234
12/4/81;11.5;81;;;;;;;;;;;;;;;9/4/91;11.86555232
13/4/81;13.5;81;;;;;;;;;;;;;;;10/4/91;11.34816627
14/4/81;13;81;;;;;;;;;;;;;;;11/4/91;12.3344568
15/4/81;13.3;81;;;;;;;;;;;;;;;12/4/91;12.73365478
16/4/81;12.1;81;;;;;;;;;;;;;;;13/4/91;12.56494043
17/4/81;12.4;81;;;;;;;;;;;;;;;14/4/91;12.661801
18/4/81;13.2;81;;;;;;;;;;;;;;;15/4/91;11.93110142
19/4/81;13.8;81;;;;;;;;;;;;;;;16/4/91;11.43743479
20/4/81;10.6;81;;;;;;;;;;;;;;;17/4/91;10.97419182
21/4/81;9;81;;;;;;;;;;;;;;;18/4/91;11.50984023
22/4/81;10;81;;;;;;;;;;;;;;;19/4/91;11.74297735
23/4/81;9.8;81;;;;;;;;;;;;;;;20/4/91;11.86576163
24/4/81;11.5;81;;;;;;;;;;;;;;;21/4/91;11.88211657
25/4/81;8.9;81;;;;;;;;;;;;;;;22/4/91;11.05684366
26/4/81;7.4;81;;;;;;;;;;;;;;;23/4/91;11.13959543
27/4/81;9.9;81;;;;;;;;;;;;;;;24/4/91;11.52131795
28/4/81;9.3;81;;;;;;;;;;;;;;;25/4/91;11.73549936
29/4/81;9.9;81;;;;;;;;;;;;;;;26/4/91;12.40871553
30/4/81;7.4;81;;;;;;;;;;;;;;;27/4/91;11.88858441
1/5/81;8.6;81;9.490322581;may-81;;;;;;;;;;;;;28/4/91;10.35461582
2/5/81;11.9;81;;;;;;;;;;;;;;;29/4/91;10.95966044
3/5/81;14;81;;;;;;;;;;;;;;;30/4/91;11.20628929
4/5/81;8.6;81;;;;;;;;;;;;;;;1/5/91;12.21054296
5/5/81;10;81;;;;;;;;;;;;;;;2/5/91;11.85160587
6/5/81;13.5;81;;;;;;;;;;;;;;;3/5/91;10.35575121
7/5/81;12;81;;;;;;;;;;;;;;;4/5/91;10.5554312
8/5/81;10.5;81;;;;;;;;;;;;;;;5/5/91;11.23455194
9/5/81;10.7;81;;;;;;;;;;;;;;;6/5/91;11.13285902
10/5/81;8.1;81;;;;;;;;;;;;;;;7/5/91;10.54135948
11/5/81;10.1;81;;;;;;;;;;;;;;;8/5/91;10.01089529
12/5/81;10.6;81;;;;;;;;;;;;;;;9/5/91;10.34262484
13/5/81;5.3;81;;;;;;;;;;;;;;;10/5/91;10.97240157
14/5/81;6.6;81;;;;;;;;;;;;;;;11/5/91;9.766282857
15/5/81;8.5;81;;;;;;;;;;;;;;;12/5/91;8.73898305
16/5/81;11.2;81;;;;;;;;;;;;;;;13/5/91;8.847147742
17/5/81;9.8;81;;;;;;;;;;;;;;;14/5/91;10.13499233
18/5/81;5.9;81;;;;;;;;;;;;;;;15/5/91;9.624361267
19/5/81;3.2;81;;;;;;;;;;;;;;;16/5/91;8.850298199
20/5/81;2.1;81;;;;;;;;;;;;;;;17/5/91;10.14939275
21/5/81;3.4;81;;;;;;;;;;;;;;;18/5/91;9.654939138
22/5/81;5.4;81;;;;;;;;;;;;;;;19/5/91;9.562197255
23/5/81;9.6;81;;;;;;;;;;;;;;;20/5/91;9.114265544
24/5/81;11.5;81;;;;;;;;;;;;;;;21/5/91;8.580398276
25/5/81;12.3;81;;;;;;;;;;;;;;;22/5/91;8.901122827
26/5/81;12.6;81;;;;;;;;;;;;;;;23/5/91;8.135482735
27/5/81;11;81;;;;;;;;;;;;;;;24/5/91;8.676928723
28/5/81;11.2;81;;;;;;;;;;;;;;;25/5/91;7.453650143
29/5/81;11.4;81;;;;;;;;;;;;;;;26/5/91;8.945442147
30/5/81;11.8;81;;;;;;;;;;;;;;;27/5/91;9.761639967
31/5/81;12.8;81;;;;;;;;;;;;;;;28/5/91;9.826605736
1/6/81;11.6;81;7.306666667;jun-81;;;;;;;;;;;;;29/5/91;9.371763099
2/6/81;10.6;81;;;;;;;;;;;;;;;30/5/91;9.212323244
3/6/81;9.8;81;;;;;;;;;;;;;;;31/5/91;9.003604588
4/6/81;11.2;81;;;;;;;;;;;;;;;1/6/91;10.40877556
5/6/81;5.7;81;;;;;;;;;;;;;;;2/6/91;9.28622006
6/6/81;7.1;81;;;;;;;;;;;;;;;3/6/91;8.608701065
7/6/81;2.5;81;;;;;;;;;;;;;;;4/6/91;9.381245015
8/6/81;3.5;81;;;;;;;;;;;;;;;5/6/91;10.67483981
9/6/81;4.6;81;;;;;;;;;;;;;;;6/6/91;9.099808872
10/6/81;11;81;;;;;;;;;;;;;;;7/6/91;8.238078553
11/6/81;5.7;81;;;;;;;;;;;;;;;8/6/91;8.830932326
12/6/81;7.7;81;;;;;;;;;;;;;;;9/6/91;8.333247608
13/6/81;10.4;81;;;;;;;;;;;;;;;10/6/91;8.639749473
14/6/81;11.4;81;;;;;;;;;;;;;;;11/6/91;8.274504348
15/6/81;9.2;81;;;;;;;;;;;;;;;12/6/91;7.97702681
16/6/81;6.1;81;;;;;;;;;;;;;;;13/6/91;7.166505504
17/6/81;2.7;81;;;;;;;;;;;;;;;14/6/91;9.013244741
18/6/81;4.3;81;;;;;;;;;;;;;;;15/6/91;9.046234505
19/6/81;6.3;81;;;;;;;;;;;;;;;16/6/91;7.937295051
20/6/81;3.8;81;;;;;;;;;;;;;;;17/6/91;7.401913792
21/6/81;4.4;81;;;;;;;;;;;;;;;18/6/91;8.363402427
22/6/81;7.1;81;;;;;;;;;;;;;;;19/6/91;8.37219428
23/6/81;4.8;81;;;;;;;;;;;;;;;20/6/91;7.143887721
24/6/81;5.8;81;;;;;;;;;;;;;;;21/6/91;7.082253647
25/6/81;6.2;81;;;;;;;;;;;;;;;22/6/91;7.116549747
26/6/81;7.3;81;;;;;;;;;;;;;;;23/6/91;7.861339235
27/6/81;9.2;81;;;;;;;;;;;;;;;24/6/91;8.184769891
28/6/81;10.2;81;;;;;;;;;;;;;;;25/6/91;7.72002134
29/6/81;9.5;81;;;;;;;;;;;;;;;26/6/91;7.458728872
30/6/81;9.5;81;;;;;;;;;;;;;;;27/6/91;7.454978105
1/7/81;10.7;81;7.577419355;jul-81;;;;;;;;;;;;;28/6/91;8.024644176
2/7/81;10;81;;;;;;;;;;;;;;;29/6/91;8.001272122
3/7/81;6.5;81;;;;;;;;;;;;;;;30/6/91;7.813413235
4/7/81;7;81;;;;;;;;;;;;;;;1/7/91;8.181356622
5/7/81;7.4;81;;;;;;;;;;;;;;;2/7/91;8.47911325
6/7/81;8.1;81;;;;;;;;;;;;;;;3/7/91;7.761024292
7/7/81;6.6;81;;;;;;;;;;;;;;;4/7/91;6.830271792
8/7/81;8.3;81;;;;;;;;;;;;;;;5/7/91;7.997916489
9/7/81;8.9;81;;;;;;;;;;;;;;;6/7/91;7.517166415
10/7/81;4.6;81;;;;;;;;;;;;;;;7/7/91;8.035836773
11/7/81;6.8;81;;;;;;;;;;;;;;;8/7/91;8.253422097
12/7/81;5.7;81;;;;;;;;;;;;;;;9/7/91;8.021134023
13/7/81;6.1;81;;;;;;;;;;;;;;;10/7/91;7.504103814
14/7/81;7;81;;;;;;;;;;;;;;;11/7/91;7.032759321
15/7/81;7.2;81;;;;;;;;;;;;;;;12/7/91;7.382834603
16/7/81;6.3;81;;;;;;;;;;;;;;;13/7/91;7.527951081
17/7/81;8.8;81;;;;;;;;;;;;;;;14/7/91;7.509720764
18/7/81;5;81;;;;;;;;;;;;;;;15/7/91;7.250287869
19/7/81;7.4;81;;;;;;;;;;;;;;;16/7/91;7.055576461
20/7/81;10.1;81;;;;;;;;;;;;;;;17/7/91;7.311639023
21/7/81;12;81;;;;;;;;;;;;;;;18/7/91;7.792314238
22/7/81;9;81;;;;;;;;;;;;;;;19/7/91;7.52625719
23/7/81;8.9;81;;;;;;;;;;;;;;;20/7/91;7.666555356
24/7/81;9.8;81;;;;;;;;;;;;;;;21/7/91;6.769431816
25/7/81;9;81;;;;;;;;;;;;;;;22/7/91;7.02977771
26/7/81;9.2;81;;;;;;;;;;;;;;;23/7/91;8.070470939
27/7/81;7.7;81;;;;;;;;;;;;;;;24/7/91;7.510959312
28/7/81;8;81;;;;;;;;;;;;;;;25/7/91;6.860420845
29/7/81;6.1;81;;;;;;;;;;;;;;;26/7/91;7.556832138
30/7/81;3.5;81;;;;;;;;;;;;;;;27/7/91;7.18636667
31/7/81;3.2;81;;;;;;;;;;;;;;;28/7/91;6.241179358
1/8/81;5.7;81;7.238709677;ago-81;;;;;;;;;;;;;29/7/91;6.81209176
2/8/81;7.7;81;;;;;;;;;;;;;;;30/7/91;6.773608683
3/8/81;9;81;;;;;;;;;;;;;;;31/7/91;6.751730538
4/8/81;10;81;;;;;;;;;;;;;;;1/8/91;6.328357548
5/8/81;6.2;81;;;;;;;;;;;;;;;2/8/91;7.13144763
6/8/81;6.9;81;;;;;;;;;;;;;;;3/8/91;6.380771343
7/8/81;6.5;81;;;;;;;;;;;;;;;4/8/91;6.558074354
8/8/81;6.8;81;;;;;;;;;;;;;;;5/8/91;6.488659717
9/8/81;7;81;;;;;;;;;;;;;;;6/8/91;6.763902939
10/8/81;5.2;81;;;;;;;;;;;;;;;7/8/91;7.59741189
11/8/81;3;81;;;;;;;;;;;;;;;8/8/91;8.382407788
12/8/81;5.6;81;;;;;;;;;;;;;;;9/8/91;8.493535267
13/8/81;7.9;81;;;;;;;;;;;;;;;10/8/91;6.949925371
14/8/81;9;81;;;;;;;;;;;;;;;11/8/91;6.722903919
15/8/81;8.6;81;;;;;;;;;;;;;;;12/8/91;7.52542618
16/8/81;10.3;81;;;;;;;;;;;;;;;13/8/91;7.960294426
17/8/81;10.5;81;;;;;;;;;;;;;;;14/8/91;7.952352782
18/8/81;7.6;81;;;;;;;;;;;;;;;15/8/91;7.982378088
19/8/81;9.7;81;;;;;;;;;;;;;;;16/8/91;7.549700085
20/8/81;12.5;81;;;;;;;;;;;;;;;17/8/91;8.192956793
21/8/81;7.4;81;;;;;;;;;;;;;;;18/8/91;8.907403064
22/8/81;7.9;81;;;;;;;;;;;;;;;19/8/91;8.4275815
23/8/81;3.9;81;;;;;;;;;;;;;;;20/8/91;8.057711091
24/8/81;6.6;81;;;;;;;;;;;;;;;21/8/91;9.100210844
25/8/81;4.6;81;;;;;;;;;;;;;;;22/8/91;8.955978931
26/8/81;7;81;;;;;;;;;;;;;;;23/8/91;7.926386299
27/8/81;6;81;;;;;;;;;;;;;;;24/8/91;6.984515709
28/8/81;5.5;81;;;;;;;;;;;;;;;25/8/91;7.945192234
29/8/81;8.1;81;;;;;;;;;;;;;;;26/8/91;8.844975736
30/8/81;5.5;81;;;;;;;;;;;;;;;27/8/91;8.495253639
31/8/81;6.2;81;;;;;;;;;;;;;;;28/8/91;8.03562761
1/9/81;8;81;10.14333333;set-81;;;;;;;;;;;;;29/8/91;7.696913341
2/9/81;10.3;81;;;;;;;;;;;;;;;30/8/91;7.80940642
3/9/81;9.8;81;;;;;;;;;;;;;;;31/8/91;8.891404239
4/9/81;9.6;81;;;;;;;;;;;;;;;1/9/91;8.022778269
5/9/81;8.5;81;;;;;;;;;;;;;;;2/9/91;7.620785949
6/9/81;7.5;81;;;;;;;;;;;;;;;3/9/91;7.539168682
7/9/81;11.2;81;;;;;;;;;;;;;;;4/9/91;8.300959383
8/9/81;14.6;81;;;;;;;;;;;;;;;5/9/91;8.243470912
9/9/81;11.7;81;;;;;;;;;;;;;;;6/9/91;8.5922651
10/9/81;7.8;81;;;;;;;;;;;;;;;7/9/91;8.585407274
11/9/81;12.3;81;;;;;;;;;;;;;;;8/9/91;7.461295052
12/9/81;10.1;81;;;;;;;;;;;;;;;9/9/91;9.624884669
13/9/81;11.5;81;;;;;;;;;;;;;;;10/9/91;9.564425324
14/9/81;7.3;81;;;;;;;;;;;;;;;11/9/91;8.997729079
15/9/81;10.9;81;;;;;;;;;;;;;;;12/9/91;8.372484462
16/9/81;14.1;81;;;;;;;;;;;;;;;13/9/91;9.16536236
17/9/81;10.7;81;;;;;;;;;;;;;;;14/9/91;8.648894838
18/9/81;16.9;81;;;;;;;;;;;;;;;15/9/91;9.068057051
19/9/81;10.5;81;;;;;;;;;;;;;;;16/9/91;9.957412502
20/9/81;6.5;81;;;;;;;;;;;;;;;17/9/91;8.966446143
21/9/81;11;81;;;;;;;;;;;;;;;18/9/91;9.469207678
22/9/81;6.3;81;;;;;;;;;;;;;;;19/9/91;9.338778651
23/9/81;10.5;81;;;;;;;;;;;;;;;20/9/91;10.05619144
24/9/81;7.2;81;;;;;;;;;;;;;;;21/9/91;9.230801591
25/9/81;7.6;81;;;;;;;;;;;;;;;22/9/91;8.985140861
26/9/81;10.7;81;;;;;;;;;;;;;;;23/9/91;9.666504185
27/9/81;7.8;81;;;;;;;;;;;;;;;24/9/91;10.29409763
28/9/81;9.6;81;;;;;;;;;;;;;;;25/9/91;10.64244259
29/9/81;11.4;81;;;;;;;;;;;;;;;26/9/91;10.1459101
30/9/81;12.4;81;;;;;;;;;;;;;;;27/9/91;10.14708692
1/10/81;8.9;81;10.08709677;oct-81;;;;;;;;;;;;;28/9/91;9.953153866
2/10/81;13.2;81;;;;;;;;;;;;;;;29/9/91;10.29994474
3/10/81;8.6;81;;;;;;;;;;;;;;;30/9/91;10.46390878
4/10/81;6.2;81;;;;;;;;;;;;;;;1/10/91;10.2596567
5/10/81;11.4;81;;;;;;;;;;;;;;;2/10/91;10.16539663
6/10/81;13.2;81;;;;;;;;;;;;;;;3/10/91;10.18539539
7/10/81;14.3;81;;;;;;;;;;;;;;;4/10/91;10.69023337
8/10/81;7.3;81;;;;;;;;;;;;;;;5/10/91;10.20046822
9/10/81;12.9;81;;;;;;;;;;;;;;;6/10/91;9.895203886
10/10/81;7.8;81;;;;;;;;;;;;;;;7/10/91;10.05712401
11/10/81;6.2;81;;;;;;;;;;;;;;;8/10/91;10.87830632
12/10/81;5.6;81;;;;;;;;;;;;;;;9/10/91;10.90726495
13/10/81;10;81;;;;;;;;;;;;;;;10/10/91;10.54562933
14/10/81;13.3;81;;;;;;;;;;;;;;;11/10/91;10.15049695
15/10/81;8.3;81;;;;;;;;;;;;;;;12/10/91;10.81026682
16/10/81;10.2;81;;;;;;;;;;;;;;;13/10/91;10.69008246
17/10/81;8.6;81;;;;;;;;;;;;;;;14/10/91;10.58322513
18/10/81;7.3;81;;;;;;;;;;;;;;;15/10/91;11.07969902
19/10/81;10.4;81;;;;;;;;;;;;;;;16/10/91;10.80697519
20/10/81;11.2;81;;;;;;;;;;;;;;;17/10/91;11.28525157
21/10/81;13.2;81;;;;;;;;;;;;;;;18/10/91;10.90759498
22/10/81;11.4;81;;;;;;;;;;;;;;;19/10/91;11.6516093
23/10/81;9.1;81;;;;;;;;;;;;;;;20/10/91;10.85426971
24/10/81;6.6;81;;;;;;;;;;;;;;;21/10/91;11.54359831
25/10/81;8.4;81;;;;;;;;;;;;;;;22/10/91;11.95506473
26/10/81;9.7;81;;;;;;;;;;;;;;;23/10/91;11.6535132
27/10/81;13.2;81;;;;;;;;;;;;;;;24/10/91;11.53329185
28/10/81;12.5;81;;;;;;;;;;;;;;;25/10/91;11.49667281
29/10/81;11;81;;;;;;;;;;;;;;;26/10/91;12.07971007
30/10/81;11;81;;;;;;;;;;;;;;;27/10/91;11.19199751
31/10/81;11.7;81;;;;;;;;;;;;;;;28/10/91;11.75061281
1/11/81;9.2;81;11.89;nov-81;;;;;;;;;;;;;29/10/91;12.02266478
2/11/81;11.5;81;;;;;;;;;;;;;;;30/10/91;12.02393252
3/11/81;13.6;81;;;;;;;;;;;;;;;31/10/91;12.2606061
4/11/81;13.7;81;;;;;;;;;;;;;;;1/11/91;11.8756292
5/11/81;10.4;81;;;;;;;;;;;;;;;2/11/91;11.57282946
6/11/81;11.5;81;;;;;;;;;;;;;;;3/11/91;11.47501263
7/11/81;7.6;81;;;;;;;;;;;;;;;4/11/91;11.25241316
8/11/81;9.6;81;;;;;;;;;;;;;;;5/11/91;11.14172532
9/11/81;14.2;81;;;;;;;;;;;;;;;6/11/91;11.82726037
10/11/81;15.7;81;;;;;;;;;;;;;;;7/11/91;11.7960577
11/11/81;10.5;81;;;;;;;;;;;;;;;8/11/91;11.64100819
12/11/81;10.5;81;;;;;;;;;;;;;;;9/11/91;12.07900978
13/11/81;9.7;81;;;;;;;;;;;;;;;10/11/91;11.99628391
14/11/81;9.5;81;;;;;;;;;;;;;;;11/11/91;12.47098662
15/11/81;11.3;81;;;;;;;;;;;;;;;12/11/91;12.84373824
16/11/81;8.9;81;;;;;;;;;;;;;;;13/11/91;13.26027443
17/11/81;9.4;81;;;;;;;;;;;;;;;14/11/91;13.11118982
18/11/81;11.9;81;;;;;;;;;;;;;;;15/11/91;12.7750125
19/11/81;11.7;81;;;;;;;;;;;;;;;16/11/91;12.62875556
20/11/81;13.4;81;;;;;;;;;;;;;;;17/11/91;12.48773236
21/11/81;12.6;81;;;;;;;;;;;;;;;18/11/91;12.84053186
22/11/81;10.1;81;;;;;;;;;;;;;;;19/11/91;13.13225016
23/11/81;15.8;81;;;;;;;;;;;;;;;20/11/91;13.21052746
24/11/81;13.6;81;;;;;;;;;;;;;;;21/11/91;12.82595995
25/11/81;11.9;81;;;;;;;;;;;;;;;22/11/91;13.15696577
26/11/81;9.9;81;;;;;;;;;;;;;;;23/11/91;13.15245859
27/11/81;12.6;81;;;;;;;;;;;;;;;24/11/91;13.14410807
28/11/81;17.8;81;;;;;;;;;;;;;;;25/11/91;13.10139533
29/11/81;15;81;;;;;;;;;;;;;;;26/11/91;13.58547349
30/11/81;13.6;81;;;;;;;;;;;;;;;27/11/91;13.32878985
1/12/81;13.4;81;13.68064516;dic-81;;;;;;;;;;;;;28/11/91;13.34831387
2/12/81;10.5;81;;;;;;;;;;;;;;;29/11/91;13.58514461
3/12/81;14.2;81;;;;;;;;;;;;;;;30/11/91;13.31383265
4/12/81;11.5;81;;;;;;;;;;;;;;;1/12/91;13.35378911
5/12/81;13;81;;;;;;;;;;;;;;;2/12/91;13.79773672
6/12/81;15;81;;;;;;;;;;;;;;;3/12/91;13.71184154
7/12/81;14.7;81;;;;;;;;;;;;;;;4/12/91;13.08998523
8/12/81;12.6;81;;;;;;;;;;;;;;;5/12/91;12.86965835
9/12/81;12.5;81;;;;;;;;;;;;;;;6/12/91;13.47877346
10/12/81;13.5;81;;;;;;;;;;;;;;;7/12/91;14.21264715
11/12/81;14.8;81;;;;;;;;;;;;;;;8/12/91;14.13604712
12/12/81;17.2;81;;;;;;;;;;;;;;;9/12/91;13.90257386
13/12/81;9.7;81;;;;;;;;;;;;;;;10/12/91;13.81277559
14/12/81;12.1;81;;;;;;;;;;;;;;;11/12/91;13.9809315
15/12/81;12.8;81;;;;;;;;;;;;;;;12/12/91;14.05994381
16/12/81;11.2;81;;;;;;;;;;;;;;;13/12/91;13.78931061
17/12/81;16.4;81;;;;;;;;;;;;;;;14/12/91;13.93069228
18/12/81;15.6;81;;;;;;;;;;;;;;;15/12/91;13.90391322
19/12/81;13.3;81;;;;;;;;;;;;;;;16/12/91;14.04500612
20/12/81;11;81;;;;;;;;;;;;;;;17/12/91;14.05135609
21/12/81;11.1;81;;;;;;;;;;;;;;;18/12/91;14.05635696
22/12/81;15;81;;;;;;;;;;;;;;;19/12/91;13.80467334
23/12/81;12.8;81;;;;;;;;;;;;;;;20/12/91;14.09387835
24/12/81;15;81;;;;;;;;;;;;;;;21/12/91;14.56109066
25/12/81;14.2;81;;;;;;;;;;;;;;;22/12/91;14.55900739
26/12/81;14;81;;;;;;;;;;;;;;;23/12/91;14.11834355
27/12/81;15.5;81;;;;;;;;;;;;;;;24/12/91;14.61091459
28/12/81;13.3;81;;;;;;;;;;;;;;;25/12/91;14.53948235
29/12/81;15.6;81;;;;;;;;;;;;;;;26/12/91;14.61421984
30/12/81;15.2;81;;;;;;;;;;;;;;;27/12/91;14.88054889
31/12/81;17.4;81;;;;;;;;;;;;;;;28/12/91;14.90011404
1/1/82;17;82;10.78356164;;;;;;;;;;;;;;29/12/91;14.58452912
2/1/82;15;82;;;;;;;;;;;;;;;;
3/1/82;13.5;82;16.56774194;ene-82;;;;;;;;;;;;;;
